,precision,recall,f1-score,support
COVID19,0.9747899159663865,1.0,0.9872340425531915,116.0
NORMAL,0.943502824858757,0.526813880126183,0.6761133603238866,317.0
PNEUMONIA,0.8497983870967742,0.9859649122807017,0.9128316188413644,855.0
accuracy,0.8742236024844721,0.8742236024844721,0.8742236024844721,0.8742236024844721
macro avg,0.9226970426406392,0.837592930802295,0.8587263405728142,1288.0
weighted avg,0.8841177381211714,0.8742236024844721,0.8612718309535783,1288.0
